data,ticker,peso,dinheiro_por_acao,preco_compra,quantidade_acoes,preco_fechamento_ajustado
2012-03-21,AUTM3,0.5,5996.405705810955,12.63,428.00897257751285,14.01
2012-03-21,LEVE3,0.5,5779.7560245346995,17.2,314.2879839333714,18.39
2012-03-22,AUTM3,0.5,6034.926513342931,12.63,428.00897257751285,14.1
2012-03-22,LEVE3,0.5,5616.326272889347,17.2,314.2879839333714,17.87
2012-03-23,AUTM3,0.5,6060.607051697582,12.63,428.00897257751285,14.16
2012-03-23,LEVE3,0.5,5572.3259551386745,17.2,314.2879839333714,17.73
2012-03-26,AUTM3,0.5,6214.690281825487,12.63,428.00897257751285,14.52
2012-03-26,LEVE3,0.5,5770.327385016698,17.2,314.2879839333714,18.36
2012-03-27,AUTM3,0.5,6099.127859229558,12.63,428.00897257751285,14.25
2012-03-27,LEVE3,0.5,5760.898745498697,17.2,314.2879839333714,18.33
2012-03-28,AUTM3,0.5,6176.169474293511,12.63,428.00897257751285,14.43
2012-03-28,LEVE3,0.5,5729.46994710536,17.2,314.2879839333714,18.23
2012-03-29,ETER3,0.5,6038.884573986656,16.6,358.60359703008646,16.84
2012-03-29,VLID3,0.5,6068.070159848501,22.21,268.02430034666526,22.64
2012-03-30,ETER3,0.5,6046.056645927258,16.6,358.60359703008646,16.86
2012-03-30,VLID3,0.5,6060.029430838102,22.21,268.02430034666526,22.61
2012-04-02,ETER3,0.5,6049.642681897559,16.6,358.60359703008646,16.87
2012-04-02,VLID3,0.5,6325.373488181301,22.21,268.02430034666526,23.6
2012-04-03,ETER3,0.5,6031.712502046054,16.6,358.60359703008646,16.82
2012-04-03,VLID3,0.5,6421.8622363060995,22.21,268.02430034666526,23.96
2012-04-04,ETER3,0.5,6010.19628622425,16.6,358.60359703008646,16.76
2012-04-04,VLID3,0.5,6274.448871115434,22.21,268.02430034666526,23.41
2012-04-05,ETER3,0.5,5977.921962491542,16.6,358.60359703008646,16.67
2012-04-05,VLID3,0.5,6242.285955073834,22.21,268.02430034666526,23.29
2012-04-09,ETER3,0.5,5967.163854580639,16.6,358.60359703008646,16.64
2012-04-09,VLID3,0.5,6068.070159848501,22.21,268.02430034666526,22.64
2012-04-10,ETER3,0.5,5959.991782640037,16.6,358.60359703008646,16.62
2012-04-10,VLID3,0.5,6017.145542782635,22.21,268.02430034666526,22.45
2012-04-11,ETER3,0.5,5888.27106323402,16.6,358.60359703008646,16.42
2012-04-11,VLID3,0.5,5958.180196706368,22.21,268.02430034666526,22.23
2012-04-12,ETER3,0.5,6017.368358164851,16.6,358.60359703008646,16.78
2012-04-12,VLID3,0.5,6046.628215820768,22.21,268.02430034666526,22.56
2012-04-13,ETER3,0.5,6031.712502046054,16.6,358.60359703008646,16.82
2012-04-13,VLID3,0.5,6148.477449952501,22.21,268.02430034666526,22.94
2012-04-16,ETER3,0.5,6024.540430105453,16.6,358.60359703008646,16.8
2012-04-16,VLID3,0.5,6177.960122990635,22.21,268.02430034666526,23.05
2012-04-17,ETER3,0.5,6038.884573986656,16.6,358.60359703008646,16.84
2012-04-17,VLID3,0.5,6199.402067018367,22.21,268.02430034666526,23.13
2012-04-18,ETER3,0.5,6063.986825778762,16.6,358.60359703008646,16.91
2012-04-18,VLID3,0.5,6137.756477938634,22.21,268.02430034666526,22.9
2012-04-19,ETER3,0.5,6189.498084739293,16.6,358.60359703008646,17.26
2012-04-19,VLID3,0.5,6244.966198077301,22.21,268.02430034666526,23.3
2012-04-20,ETER3,0.5,6182.32601279869,16.6,358.60359703008646,17.24
2012-04-20,VLID3,0.5,6387.019077261032,22.21,268.02430034666526,23.83
2012-04-23,ETER3,0.5,6279.148983996814,16.6,358.60359703008646,17.51
2012-04-23,VLID3,0.5,6464.746124361566,22.21,268.02430034666526,24.12
2012-04-24,ETER3,0.5,6383.14402713554,16.6,358.60359703008646,17.8
2012-04-24,VLID3,0.5,6529.071956444765,22.21,268.02430034666526,24.36
2012-04-25,ETER3,0.5,6501.483214155467,16.6,358.60359703008646,18.13
2012-04-25,VLID3,0.5,6563.915115489832,22.21,268.02430034666526,24.49
2012-04-26,ETER3,0.5,6659.268796848705,16.6,358.60359703008646,18.57
2012-04-26,VLID3,0.5,6614.839732555699,22.21,268.02430034666526,24.68
2012-04-27,ETER3,0.5,6533.757537888175,16.6,358.60359703008646,18.22
2012-04-27,VLID3,0.5,6526.3917134412995,22.21,268.02430034666526,24.35
2012-04-30,ETER3,0.5,6526.49061105131,18.22,358.4014613427408,18.21
2012-04-30,VLID3,0.5,6570.300958061029,24.35,268.1755493086134,24.5
2012-05-02,ETER3,0.5,6641.179078680987,18.22,358.4014613427408,18.53
2012-05-02,VLID3,0.5,6564.937447074857,24.35,268.1755493086134,24.48
2012-05-03,ETER3,0.5,6662.683166361551,18.22,358.4014613427408,18.59
2012-05-03,VLID3,0.5,6516.665848199306,24.35,268.1755493086134,24.3
2012-05-04,ETER3,0.5,6677.019224815261,18.22,358.4014613427408,18.63
2012-05-04,VLID3,0.5,6578.346224540288,24.35,268.1755493086134,24.53
2012-05-07,ETER3,0.5,6669.851195588406,18.22,358.4014613427408,18.61
2012-05-07,VLID3,0.5,6623.936067922751,24.35,268.1755493086134,24.7
2012-05-08,ETER3,0.5,6716.443385562962,18.22,358.4014613427408,18.74
2012-05-08,VLID3,0.5,6527.39287017165,24.35,268.1755493086134,24.34
2012-05-09,ETER3,0.5,6773.7876193778,18.22,358.4014613427408,18.9
2012-05-09,VLID3,0.5,6401.350361996603,24.35,268.1755493086134,23.87
2012-05-10,ETER3,0.5,7189.53331453538,18.22,358.4014613427408,20.06
2012-05-10,VLID3,0.5,6420.122650448206,24.35,268.1755493086134,23.94
2012-05-11,ETER3,0.5,7074.844846905703,18.22,358.4014613427408,19.74
2012-05-11,VLID3,0.5,6245.808543397607,24.35,268.1755493086134,23.29
2012-05-14,ETER3,0.5,6927.9002477551785,18.22,358.4014613427408,19.33
2012-05-14,VLID3,0.5,6227.036254946003,24.35,268.1755493086134,23.22
2012-05-15,ETER3,0.5,6856.219955486631,18.22,358.4014613427408,19.13
2012-05-15,VLID3,0.5,6149.265345646506,24.35,268.1755493086134,22.93
2012-05-16,ETER3,0.5,6809.627765512075,18.22,358.4014613427408,19.0
2012-05-16,VLID3,0.5,6146.58359015342,24.35,268.1755493086134,22.92
2012-05-17,ETER3,0.5,6974.492437729736,18.22,358.4014613427408,19.46
2012-05-17,VLID3,0.5,5985.678260568252,24.35,268.1755493086134,22.32
2012-05-18,ETER3,0.5,7189.53331453538,18.22,358.4014613427408,20.06
2012-05-18,VLID3,0.5,5894.498573803323,24.35,268.1755493086134,21.98
2012-05-21,ETER3,0.5,6874.140028553768,18.22,358.4014613427408,19.18
2012-05-21,VLID3,0.5,5889.135062817151,24.35,268.1755493086134,21.96
2012-05-22,ETER3,0.5,6727.195429403245,18.22,358.4014613427408,18.77
